geoid,name,intent,period,count_sup,rate,data_as_of,ttm_date_range
31,Nebraska,Drug_OD,2019,130,6.7,2026-06-22T00:00:00.000,
31,Nebraska,Drug_OD,2020,181,9.2,2026-06-22T00:00:00.000,
31,Nebraska,Drug_OD,2021,186,9.5,2026-06-22T00:00:00.000,
31,Nebraska,Drug_OD,2022,201,10.2,2026-06-22T00:00:00.000,
31,Nebraska,Drug_OD,2023,150,7.6,2026-06-22T00:00:00.000,
31,Nebraska,Drug_OD,2024,130,6.6,2026-06-22T00:00:00.000,
31,Nebraska,Drug_OD,TTM,131,6.6,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
32,Nevada,Drug_OD,2019,566,18.4,2026-06-22T00:00:00.000,
32,Nevada,Drug_OD,2020,776,24.9,2026-06-22T00:00:00.000,
32,Nevada,Drug_OD,2021,865,27.5,2026-06-22T00:00:00.000,
32,Nevada,Drug_OD,2022,926,29.1,2026-06-22T00:00:00.000,
32,Nevada,Drug_OD,2023,1213,38.0,2026-06-22T00:00:00.000,
32,Nevada,Drug_OD,2024,1161,36.3,2026-06-22T00:00:00.000,
32,Nevada,Drug_OD,TTM,995,31.2,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
33,New Hampshire,Drug_OD,2019,382,28.1,2026-06-22T00:00:00.000,
33,New Hampshire,Drug_OD,2020,358,26.0,2026-06-22T00:00:00.000,
33,New Hampshire,Drug_OD,2021,415,29.9,2026-06-22T00:00:00.000,
33,New Hampshire,Drug_OD,2022,462,33.0,2026-06-22T00:00:00.000,
33,New Hampshire,Drug_OD,2023,423,30.2,2026-06-22T00:00:00.000,
33,New Hampshire,Drug_OD,2024,262,18.7,2026-06-22T00:00:00.000,
33,New Hampshire,Drug_OD,TTM,237,16.9,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
34,New Jersey,Drug_OD,2019,2713,30.5,2026-06-22T00:00:00.000,
34,New Jersey,Drug_OD,2020,2755,29.7,2026-06-22T00:00:00.000,
34,New Jersey,Drug_OD,2021,2956,31.9,2026-06-22T00:00:00.000,
34,New Jersey,Drug_OD,2022,2888,31.2,2026-06-22T00:00:00.000,
34,New Jersey,Drug_OD,2023,2608,28.1,2026-06-22T00:00:00.000,
34,New Jersey,Drug_OD,2024,1905,20.5,2026-06-22T00:00:00.000,
34,New Jersey,Drug_OD,TTM,1522,16.4,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
35,New Mexico,Drug_OD,2019,551,26.3,2026-06-22T00:00:00.000,
35,New Mexico,Drug_OD,2020,737,34.8,2026-06-22T00:00:00.000,
35,New Mexico,Drug_OD,2021,1002,47.3,2026-06-22T00:00:00.000,
35,New Mexico,Drug_OD,2022,971,45.9,2026-06-22T00:00:00.000,
35,New Mexico,Drug_OD,2023,965,45.6,2026-06-22T00:00:00.000,
35,New Mexico,Drug_OD,2024,733,34.7,2026-06-22T00:00:00.000,
35,New Mexico,Drug_OD,TTM,909,43.0,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
36,New York,Drug_OD,2019,3403,17.5,2026-06-22T00:00:00.000,
36,New York,Drug_OD,2020,4751,23.6,2026-06-22T00:00:00.000,
36,New York,Drug_OD,2021,5613,28.3,2026-06-22T00:00:00.000,
36,New York,Drug_OD,2022,6112,31.1,2026-06-22T00:00:00.000,
36,New York,Drug_OD,2023,6098,31.2,2026-06-22T00:00:00.000,
36,New York,Drug_OD,2024,4238,21.7,2026-06-22T00:00:00.000,
36,New York,Drug_OD,TTM,3252,16.6,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
37,North Carolina,Drug_OD,2019,2112,20.1,2026-06-22T00:00:00.000,
37,North Carolina,Drug_OD,2020,3008,28.8,2026-06-22T00:00:00.000,
37,North Carolina,Drug_OD,2021,3879,36.7,2026-06-22T00:00:00.000,
37,North Carolina,Drug_OD,2022,4151,38.8,2026-06-22T00:00:00.000,
37,North Carolina,Drug_OD,2023,3370,31.1,2026-06-22T00:00:00.000,
37,North Carolina,Drug_OD,2024,2661,24.6,2026-06-22T00:00:00.000,
37,North Carolina,Drug_OD,TTM,1947,18.0,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
38,North Dakota,Drug_OD,2019,73,9.6,2026-06-22T00:00:00.000,
38,North Dakota,Drug_OD,2020,107,13.7,2026-06-22T00:00:00.000,
38,North Dakota,Drug_OD,2021,116,14.9,2026-06-22T00:00:00.000,
38,North Dakota,Drug_OD,2022,132,16.9,2026-06-22T00:00:00.000,
38,North Dakota,Drug_OD,2023,111,14.2,2026-06-22T00:00:00.000,
38,North Dakota,Drug_OD,2024,93,11.9,2026-06-22T00:00:00.000,
38,North Dakota,Drug_OD,TTM,100,12.8,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
39,Ohio,Drug_OD,2019,4080,34.9,2026-06-22T00:00:00.000,
39,Ohio,Drug_OD,2020,5068,43.0,2026-06-22T00:00:00.000,
39,Ohio,Drug_OD,2021,5229,44.4,2026-06-22T00:00:00.000,
39,Ohio,Drug_OD,2022,4980,42.3,2026-06-22T00:00:00.000,
39,Ohio,Drug_OD,2023,4557,38.7,2026-06-22T00:00:00.000,
39,Ohio,Drug_OD,2024,2994,25.4,2026-06-22T00:00:00.000,
39,Ohio,Drug_OD,TTM,2260,19.2,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
40,Oklahoma,Drug_OD,2019,585,14.8,2026-06-22T00:00:00.000,
40,Oklahoma,Drug_OD,2020,711,17.9,2026-06-22T00:00:00.000,
40,Oklahoma,Drug_OD,2021,897,22.5,2026-06-22T00:00:00.000,
40,Oklahoma,Drug_OD,2022,1158,28.8,2026-06-22T00:00:00.000,
40,Oklahoma,Drug_OD,2023,1215,30.0,2026-06-22T00:00:00.000,
40,Oklahoma,Drug_OD,2024,967,23.9,2026-06-22T00:00:00.000,
40,Oklahoma,Drug_OD,TTM,829,20.4,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
41,Oregon,Drug_OD,2019,515,12.2,2026-06-22T00:00:00.000,
41,Oregon,Drug_OD,2020,718,16.9,2026-06-22T00:00:00.000,
41,Oregon,Drug_OD,2021,1087,25.5,2026-06-22T00:00:00.000,
41,Oregon,Drug_OD,2022,1247,29.4,2026-06-22T00:00:00.000,
41,Oregon,Drug_OD,2023,1674,39.5,2026-06-22T00:00:00.000,
41,Oregon,Drug_OD,2024,1392,32.9,2026-06-22T00:00:00.000,
41,Oregon,Drug_OD,TTM,1002,23.7,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
42,Pennsylvania,Drug_OD,2019,4162,32.5,2026-06-22T00:00:00.000,
42,Pennsylvania,Drug_OD,2020,4931,37.9,2026-06-22T00:00:00.000,
42,Pennsylvania,Drug_OD,2021,5182,39.8,2026-06-22T00:00:00.000,
42,Pennsylvania,Drug_OD,2022,4898,37.8,2026-06-22T00:00:00.000,
42,Pennsylvania,Drug_OD,2023,4479,34.6,2026-06-22T00:00:00.000,
42,Pennsylvania,Drug_OD,2024,3149,24.3,2026-06-22T00:00:00.000,
42,Pennsylvania,Drug_OD,TTM,2644,20.4,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
44,Rhode Island,Drug_OD,2019,284,26.8,2026-06-22T00:00:00.000,
44,Rhode Island,Drug_OD,2020,383,34.9,2026-06-22T00:00:00.000,
44,Rhode Island,Drug_OD,2021,437,39.8,2026-06-22T00:00:00.000,
44,Rhode Island,Drug_OD,2022,397,36.3,2026-06-22T00:00:00.000,
44,Rhode Island,Drug_OD,2023,393,35.9,2026-06-22T00:00:00.000,
44,Rhode Island,Drug_OD,2024,311,28.4,2026-06-22T00:00:00.000,
44,Rhode Island,Drug_OD,TTM,206,18.8,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
45,South Carolina,Drug_OD,2019,1063,20.6,2026-06-22T00:00:00.000,
45,South Carolina,Drug_OD,2020,1672,32.6,2026-06-22T00:00:00.000,
45,South Carolina,Drug_OD,2021,2064,39.7,2026-06-22T00:00:00.000,
45,South Carolina,Drug_OD,2022,2195,41.5,2026-06-22T00:00:00.000,
45,South Carolina,Drug_OD,2023,2094,39.0,2026-06-22T00:00:00.000,
45,South Carolina,Drug_OD,2024,1399,26.0,2026-06-22T00:00:00.000,
45,South Carolina,Drug_OD,TTM,1245,23.2,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
46,South Dakota,Drug_OD,2019,76,8.6,2026-06-22T00:00:00.000,
46,South Dakota,Drug_OD,2020,72,8.1,2026-06-22T00:00:00.000,
46,South Dakota,Drug_OD,2021,88,9.8,2026-06-22T00:00:00.000,
46,South Dakota,Drug_OD,2022,86,9.5,2026-06-22T00:00:00.000,
46,South Dakota,Drug_OD,2023,75,8.2,2026-06-22T00:00:00.000,
46,South Dakota,Drug_OD,2024,81,8.8,2026-06-22T00:00:00.000,
46,South Dakota,Drug_OD,TTM,76,8.3,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
47,Tennessee,Drug_OD,2019,1998,29.3,2026-06-22T00:00:00.000,
47,Tennessee,Drug_OD,2020,2942,42.5,2026-06-22T00:00:00.000,
47,Tennessee,Drug_OD,2021,3726,53.5,2026-06-22T00:00:00.000,
47,Tennessee,Drug_OD,2022,3730,52.9,2026-06-22T00:00:00.000,
47,Tennessee,Drug_OD,2023,3528,49.5,2026-06-22T00:00:00.000,
47,Tennessee,Drug_OD,2024,2402,33.7,2026-06-22T00:00:00.000,
47,Tennessee,Drug_OD,TTM,2039,28.6,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
48,Texas,Drug_OD,2019,2842,9.8,2026-06-22T00:00:00.000,
48,Texas,Drug_OD,2020,3863,13.2,2026-06-22T00:00:00.000,
48,Texas,Drug_OD,2021,4688,15.9,2026-06-22T00:00:00.000,
48,Texas,Drug_OD,2022,5175,17.2,2026-06-22T00:00:00.000,
48,Texas,Drug_OD,2023,5368,17.6,2026-06-22T00:00:00.000,
48,Texas,Drug_OD,2024,4637,15.2,2026-06-22T00:00:00.000,
48,Texas,Drug_OD,TTM,4013,13.2,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
49,Utah,Drug_OD,2019,496,15.5,2026-06-22T00:00:00.000,
49,Utah,Drug_OD,2020,536,16.3,2026-06-22T00:00:00.000,
49,Utah,Drug_OD,2021,587,17.6,2026-06-22T00:00:00.000,
49,Utah,Drug_OD,2022,535,15.8,2026-06-22T00:00:00.000,
49,Utah,Drug_OD,2023,608,17.8,2026-06-22T00:00:00.000,
49,Utah,Drug_OD,2024,589,17.2,2026-06-22T00:00:00.000,
49,Utah,Drug_OD,TTM,566,16.6,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
50,Vermont,Drug_OD,2019,122,19.6,2026-06-22T00:00:00.000,
50,Vermont,Drug_OD,2020,179,27.8,2026-06-22T00:00:00.000,
50,Vermont,Drug_OD,2021,230,35.5,2026-06-22T00:00:00.000,
50,Vermont,Drug_OD,2022,256,39.6,2026-06-22T00:00:00.000,
50,Vermont,Drug_OD,2023,247,38.1,2026-06-22T00:00:00.000,
50,Vermont,Drug_OD,2024,198,30.6,2026-06-22T00:00:00.000,
50,Vermont,Drug_OD,TTM,131,20.2,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
51,Virginia,Drug_OD,2019,1435,16.8,2026-06-22T00:00:00.000,
51,Virginia,Drug_OD,2020,2122,24.6,2026-06-22T00:00:00.000,
51,Virginia,Drug_OD,2021,2507,29.0,2026-06-22T00:00:00.000,
51,Virginia,Drug_OD,2022,2389,27.5,2026-06-22T00:00:00.000,
51,Virginia,Drug_OD,2023,2370,27.2,2026-06-22T00:00:00.000,
51,Virginia,Drug_OD,2024,1440,16.5,2026-06-22T00:00:00.000,
51,Virginia,Drug_OD,TTM,1243,14.3,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
53,Washington,Drug_OD,2019,1116,14.7,2026-06-22T00:00:00.000,
53,Washington,Drug_OD,2020,1598,20.7,2026-06-22T00:00:00.000,
53,Washington,Drug_OD,2021,2152,27.8,2026-06-22T00:00:00.000,
53,Washington,Drug_OD,2022,2580,33.1,2026-06-22T00:00:00.000,
53,Washington,Drug_OD,2023,3315,42.4,2026-06-22T00:00:00.000,
53,Washington,Drug_OD,2024,2987,38.2,2026-06-22T00:00:00.000,
53,Washington,Drug_OD,TTM,2874,36.8,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
54,West Virginia,Drug_OD,2019,841,46.9,2026-06-22T00:00:00.000,
54,West Virginia,Drug_OD,2020,1304,72.8,2026-06-22T00:00:00.000,
54,West Virginia,Drug_OD,2021,1470,82.3,2026-06-22T00:00:00.000,
54,West Virginia,Drug_OD,2022,1299,73.2,2026-06-22T00:00:00.000,
54,West Virginia,Drug_OD,2023,1357,76.7,2026-06-22T00:00:00.000,
54,West Virginia,Drug_OD,2024,808,45.6,2026-06-22T00:00:00.000,
54,West Virginia,Drug_OD,TTM,645,36.4,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
55,Wisconsin,Drug_OD,2019,1114,19.1,2026-06-22T00:00:00.000,
55,Wisconsin,Drug_OD,2020,1445,24.5,2026-06-22T00:00:00.000,
55,Wisconsin,Drug_OD,2021,1667,28.4,2026-06-22T00:00:00.000,
55,Wisconsin,Drug_OD,2022,1680,28.5,2026-06-22T00:00:00.000,
55,Wisconsin,Drug_OD,2023,1663,28.1,2026-06-22T00:00:00.000,
55,Wisconsin,Drug_OD,2024,1070,18.1,2026-06-22T00:00:00.000,
55,Wisconsin,Drug_OD,TTM,879,14.9,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
56,Wyoming,Drug_OD,2019,68,11.7,2026-06-22T00:00:00.000,
56,Wyoming,Drug_OD,2020,87,15.1,2026-06-22T00:00:00.000,
56,Wyoming,Drug_OD,2021,102,17.6,2026-06-22T00:00:00.000,
56,Wyoming,Drug_OD,2022,115,19.8,2026-06-22T00:00:00.000,
56,Wyoming,Drug_OD,2023,122,20.9,2026-06-22T00:00:00.000,
56,Wyoming,Drug_OD,2024,107,18.3,2026-06-22T00:00:00.000,
56,Wyoming,Drug_OD,TTM,79,13.5,2026-06-22T00:00:00.000,"December, 2024 to November, 2025"
